,Network,State,Facility Name,Star Rating,Profit Or Non-Profit,Chain Owned,Chain Organization,Late Shift,Number Of Dialysis Stations,Offers In-Center Hemodialysis,Offers Peritoneal Dialysis,Offers Home Hemodialysis Training,Percentage Of Medicare Patients With Hgb < 10 g/dL,Percentage Of Medicare Patients With Hgb > 12 g/dL,Percent Of Adult HD Patients With Kt/V >= 1.2,Percentage Of Adult Patients With Hypercalcemia (Serum Calcium Greater Than 10.2 mg/dL),Percentage Of Adult Patients With Serum Phosphorus Less Than 3.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 3.5 - 4.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 4.6 - 5.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 5.6 - 7.0 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Greater Than 7.0 mg/dL,Mortality Rate (Facility),Readmission Rate (Facility),Hospitalization Rate (Facility),Standard Infection Ratio,Transfusion Rate (Facility),Fistula Rate (Facility),Percentage Of Adult Patients With Long Term Catheter In Use,Standardized First Kidney Transplant Waitlist Ratio,Percentage Of Prevalent Patients Waitlisted
6905,14,TX,DAVITA BEEVILLE RENAL CENTER,4,1.0,1,DAVITA,0,21,1,1,0,13.0,0.0,100.0,2.0,9.0,28.0,30.0,14.0,19.0,28.4,18.0,162.9,0.72,31.8,66.4,12.0,1.11,10.7
6906,18,CA,DAVITA HARBOR VERMONT HOME TRAINING,4,1.0,1,DAVITA,0,6,0,1,1,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
6907,14,TX,BAYLOR COLLEGE OF MEDICINE-SCOTT STREET DIALYSIS,3,1.0,1,"US RENAL CARE, INC.",0,24,1,0,0,18.0,0.0,96.0,1.0,10.0,21.0,34.0,20.0,15.0,22.4,27.8,239.0,0.76,19.3,54.8,17.0,0.0,16.7
6908,14,TX,DAVITA HIGHLAND VILLAGE DIALYSIS,4,1.0,1,DAVITA,0,13,1,1,0,21.0,0.0,97.0,0.0,3.0,20.0,37.0,19.0,20.0,21.2,27.9,225.0,0.0,8.2,66.7,3.0,0.33,28.8
6909,5,WV,FRESENIUS MEDICAL CARE UPSHUR COUNTY,4,1.0,1,FRESENIUS MEDICAL CARE,0,9,1,1,1,25.0,0.0,98.0,0.0,7.0,25.0,27.0,28.0,13.0,23.4,36.7,201.6,0.48,17.4,71.9,14.0,0.82,4.4
6910,6,GA,DAVITA CAMILLA DIALYSIS,3,1.0,1,DAVITA,0,19,1,0,0,11.0,0.0,99.0,1.0,10.0,24.0,34.0,20.0,13.0,23.6,27.4,229.8,0.75,59.6,54.6,19.0,0.82,4.5
6911,18,CA,FMC-LOMA LINDA,3,1.0,1,FRESENIUS MEDICAL CARE,0,24,1,1,1,11.0,0.0,99.0,2.0,8.0,25.0,32.0,22.0,13.0,22.6,29.8,203.9,0.11,16.9,67.1,19.0,3.29,21.3
6912,5,VA,DAVITA LANGLEY DIALYSIS,5,1.0,1,DAVITA,0,20,1,0,0,10.0,0.0,99.0,1.0,8.0,21.0,32.0,21.0,18.0,22.5,14.7,130.8,0.59,8.8,55.6,12.0,0.43,2.3
6913,16,WA,NKC PORT ANGELES KIDNEY CENTER,4,0.0,1,NORTHWEST KIDNEY CENTERS,1,10,1,1,1,16.0,0.0,96.0,1.0,5.0,15.0,21.0,33.0,27.0,22.4,19.0,173.7,0.51,41.3,70.4,15.0,0.82,10.0
6914,7,FL,ARC DIALYSIS PERRINE,4,1.0,0,INDEPENDENT,0,11,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
6915,5,VA,DAVITA LEXINGTON DIALYSIS (VA),4,1.0,1,DAVITA,0,20,1,1,0,22.0,0.0,99.0,2.0,4.0,24.0,41.0,19.0,11.0,25.5,36.0,147.0,0.0,27.0,72.0,6.0,0.82,4.8
6916,11,WI,"FRESENIUS MEDICAL CARE SHAWANO, LLC",5,1.0,1,FRESENIUS MEDICAL CARE,0,13,0,1,1,21.0,0.0,100.0,0.0,5.0,25.0,35.0,25.0,11.0,27.9,0.0,94.4,1.06,0.0,61.1,16.0,0.82,15.4
6917,5,VA,DAVITA FAIR OAKS DIALYSIS,5,1.0,1,DAVITA,1,13,1,0,0,14.0,0.0,98.0,0.0,7.0,26.0,36.0,19.0,12.0,17.3,34.1,121.3,0.0,2.8,74.9,11.0,3.49,33.7
6918,17,CA,DAVITA SANGER SEQUOIA DIALYSIS,3,1.0,1,DAVITA,0,16,1,0,0,13.0,0.0,98.0,3.0,9.0,25.0,31.0,19.0,15.0,24.2,28.2,192.7,1.14,16.0,65.0,14.0,2.28,38.1
6919,11,WI,DAVITA HUDSON DIALYSIS,5,1.0,1,DAVITA,1,12,1,1,1,30.0,0.0,100.0,3.0,4.0,18.0,36.0,24.0,18.0,18.3,20.9,162.4,0.0,44.5,89.0,3.0,0.82,56.2
6920,14,TX,FRESENIUS MEDICAL CARE BROWNWOOD,5,1.0,1,FRESENIUS MEDICAL CARE,0,27,1,1,0,7.0,0.0,99.0,2.0,8.0,22.0,28.0,30.0,13.0,19.6,20.1,146.1,1.64,5.9,73.7,6.0,0.71,11.0
6921,18,CA,DAVITA TORRANCE EMERALD DIALYSIS,4,1.0,1,DAVITA,0,25,1,0,0,18.0,0.0,96.0,0.0,7.0,12.0,35.0,24.0,22.0,21.75,27.0,185.0,0.51,16.7,59.8,20.0,0.82,31.3
6922,14,TX,DAVITA GRAPEVINE DIALYSIS,3,1.0,1,DAVITA,1,30,1,1,1,22.0,1.0,96.0,3.0,4.0,16.0,29.0,30.0,22.0,22.4,21.2,172.4,1.03,21.9,60.2,12.0,1.98,32.0
6923,16,WA,NKC KENT KIDNEY CENTER,5,0.0,1,NORTHWEST KIDNEY CENTERS,1,27,1,1,1,13.0,1.0,97.0,1.0,7.0,20.0,22.0,28.0,23.0,24.6,21.8,145.4,0.51,14.4,75.2,5.0,1.16,20.0
6924,14,TX,"DECATUR HOME DIALYSIS, LLC",4,1.0,0,INDEPENDENT,0,1,0,1,0,18.0,0.0,98.0,83.0,5.0,13.0,40.0,28.0,13.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,25.3
6925,5,VA,FRESENIUS KIDNEY CARE NORTH SUFFOLK HOME,4,1.0,1,FRESENIUS MEDICAL CARE,0,0,0,1,1,18.0,0.0,98.0,2.0,3.0,21.0,24.0,34.0,17.0,29.1,14.7,119.8,0.51,19.6,63.3,12.0,0.82,23.9
6926,14,TX,FRESENIUS MEDICAL CARE OF COCKRELL HILL,4,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,9.0,0.0,99.0,2.0,9.0,22.0,31.0,28.0,10.0,20.5,28.8,136.4,0.51,8.6,54.1,7.0,0.19,14.8
6927,6,GA,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.",5,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,0,0,17.0,0.0,100.0,2.0,12.0,32.0,32.0,19.0,5.0,12.9,26.8,168.9,0.49,32.9,77.4,7.0,0.64,23.4
6928,14,TX,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC",3,1.0,1,FRESENIUS MEDICAL CARE,0,9,1,0,0,19.0,0.0,97.0,0.0,9.0,19.0,27.0,28.0,17.0,27.0,21.3,185.4,0.75,49.7,63.8,14.0,0.82,20.9
6929,16,WA,DAVITA EAST WENATCHEE DIALYSIS,4,1.0,1,DAVITA,0,9,1,1,1,6.0,0.0,100.0,1.0,5.0,23.0,43.0,19.0,10.0,24.7,24.3,102.2,1.34,10.8,36.5,12.0,0.82,18.8
6930,7,FL,FRESENIUS KIDNEY CARE UNIVERSITY JACKSONVILLE,4,1.0,1,FRESENIUS MEDICAL CARE,0,7,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
6931,11,WI,FMC DIALYSIS - APPLETON,3,1.0,1,FRESENIUS MEDICAL CARE,0,19,1,1,0,10.0,0.0,97.0,2.0,6.0,24.0,29.0,25.0,16.0,26.9,31.4,175.7,0.0,2.5,61.9,15.0,0.77,17.4
6932,17,CA,SATELLITE DIALYSIS OF STOCKTON LLC,3,0.0,1,SATELLITE HEALTHCARE,0,25,1,0,0,21.0,0.0,98.0,2.0,4.0,19.0,29.0,32.0,16.0,23.2,26.5,177.1,0.54,20.8,63.0,18.0,1.36,27.8
6933,8,TN,DAVITA FOREMAN DRIVE HOME TRAINING,4,1.0,1,DAVITA,0,3,0,1,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
6934,5,VA,TIDEWATER RENAL DIALYSIS CENTER,3,1.0,1,FRESENIUS MEDICAL CARE,0,28,1,0,0,23.0,0.0,96.0,1.0,8.0,20.0,29.0,30.0,13.0,23.1,27.0,174.5,0.81,57.0,55.4,10.0,0.81,10.6
6935,14,TX,DAVITA BROWNSVILLE RENAL CENTER,3,1.0,1,DAVITA,0,20,1,1,0,9.0,0.0,98.0,1.0,7.0,20.0,30.0,22.0,20.0,28.2,28.5,222.1,0.1,9.7,63.5,16.0,0.35,10.9
6936,11,WI,"WISCONSIN RENAL CARE GROUP, LLC",3,1.0,1,FRESENIUS MEDICAL CARE,1,29,1,0,0,24.0,0.0,95.0,0.0,9.0,23.0,27.0,21.0,20.0,18.1,31.2,237.3,0.66,9.4,51.3,15.0,1.25,16.2
6937,14,TX,PALESTINE DIAYSIS CENTER,4,1.0,1,FRESENIUS MEDICAL CARE,0,25,1,0,0,17.0,0.0,99.0,0.0,9.0,29.0,28.0,21.0,14.0,25.1,23.3,157.7,0.97,29.8,53.1,7.0,0.53,10.6
6938,8,TN,MANCHESTER DIALYSIS CLINIC,5,1.0,1,DIVERSIFIED SPECIALTY INSTITUTES (DSI),0,16,1,0,0,20.0,0.0,98.0,2.0,12.0,20.0,38.0,13.0,17.0,18.7,20.2,156.6,0.75,3.7,69.5,11.0,0.82,12.8
6939,17,CA,FMC DIABLO BRENTWOOD,4,1.0,1,FRESENIUS MEDICAL CARE,0,25,1,0,0,16.0,0.0,98.0,0.0,7.0,27.0,32.0,23.0,10.0,23.1,33.9,241.6,0.32,10.0,64.3,12.0,1.66,37.5
6940,15,UT,SOUTH MOUNTAIN DIALYSIS,5,1.0,1,FRESENIUS MEDICAL CARE,1,16,1,0,0,18.0,0.0,97.0,1.0,5.0,21.0,39.0,22.0,14.0,24.6,15.6,155.0,0.46,0.0,68.2,8.0,1.5,13.0
6941,14,TX,DAVITA HULEN DIALYSIS,3,1.0,0,INDEPENDENT,0,17,1,0,0,22.0,0.0,100.0,0.0,8.0,27.0,38.0,14.0,13.0,26.2,38.2,204.8,1.79,21.9,56.7,14.0,0.82,12.4
6942,11,WI,FMC - CENTRE POINT,3,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,1,1,22.0,0.0,98.0,0.0,8.0,27.0,27.0,25.0,14.0,22.1,33.8,228.1,0.0,68.7,56.4,12.0,1.2,27.0
6943,18,CA,DAVITA VAN NUYS DIALYSIS,5,1.0,1,DAVITA,0,37,1,1,0,33.0,0.0,95.0,2.0,7.0,21.0,30.0,22.0,20.0,6.2,9.6,176.4,0.24,7.1,62.3,16.0,0.82,28.2
6944,7,FL,FRESENIUS KIDNEY CARE-EAST FORT LAUDERDALE,3,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,1,1,25.0,0.0,93.0,2.0,10.0,29.0,29.0,20.0,12.0,5.7,26.7,253.7,0.39,28.0,53.4,22.0,0.82,22.1
6945,14,TX,KIDNEY DISEASE CLINIC OF CENTRAL SAN ANTONIO,5,1.0,1,FRESENIUS MEDICAL CARE,1,30,1,1,1,17.0,1.0,98.0,0.0,8.0,27.0,29.0,20.0,15.0,21.6,22.4,199.5,0.56,12.5,67.3,9.0,1.05,16.1
6946,18,CA,FMC-NORTH FONTANA,4,1.0,1,FRESENIUS MEDICAL CARE,0,25,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
6947,14,TX,BIO-MEDICAL APPLICATIONS OF TEXAS INC,4,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,1,0,18.0,0.0,98.0,0.0,9.0,29.0,26.0,18.0,18.0,21.75,27.0,185.0,0.51,16.7,90.7,0.0,0.82,18.0
6948,8,TN,"BIO-MEDICAL APPLICATIONS OF TENNESSEE, INC.",4,1.0,1,FRESENIUS MEDICAL CARE,0,25,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
6949,11,SD,AVERA GREGORY HEALTHCARE CTR DIALYSIS,3,0.0,0,INDEPENDENT,0,4,1,0,0,27.0,0.0,86.0,0.0,6.0,16.0,23.0,29.0,25.0,12.7,18.2,196.6,0.51,16.7,71.2,20.0,0.82,1.1
6950,14,TX,EASTCHASE DIALYSIS CENTER,3,1.0,1,AMERICAN RENAL ASSOCIATES,0,21,1,1,0,35.0,0.0,98.0,1.0,8.0,21.0,29.0,30.0,13.0,20.8,47.5,221.5,0.0,16.7,61.7,15.0,0.82,11.7
6951,18,CA,DAVITA BLUFF RD DIALYSIS,4,1.0,1,DAVITA,0,24,1,1,0,26.0,0.0,96.0,1.0,6.0,21.0,33.0,21.0,19.0,19.7,25.9,230.2,0.28,42.6,69.2,9.0,0.77,21.2
6952,17,CA,FMC MCKINLEYVILLE,5,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,1,0,10.0,0.0,100.0,0.0,4.0,18.0,27.0,32.0,19.0,20.1,27.0,48.5,0.0,9.3,76.5,8.0,0.82,29.0
6953,17,GU,TUMON KIDNEY CENTER,1,1.0,1,INNOVATIVE DIALYSIS SYSTEMS,1,24,1,0,0,27.0,0.0,89.0,14.0,12.0,19.0,26.0,17.0,26.0,33.4,22.1,155.3,1.71,21.2,53.1,24.0,0.09,0.7
6954,14,TX,CYPRESS CREEK DIALYSIS,3,1.0,1,FRESENIUS MEDICAL CARE,0,15,1,0,0,15.0,0.0,99.0,1.0,9.0,28.0,31.0,17.0,15.0,31.4,26.8,155.0,0.18,27.2,55.0,16.0,0.53,23.6
6955,16,WA,NKC LAKE CITY KIDNEY CENTER,5,0.0,1,NORTHWEST KIDNEY CENTERS,1,18,1,1,1,13.0,0.0,98.0,2.0,5.0,22.0,29.0,29.0,15.0,17.4,26.9,170.4,0.51,15.7,70.7,12.0,0.78,18.1
6956,18,CA,ADVANCED DIALYSIS CENTER,3,1.0,0,INDEPENDENT,0,18,1,0,0,35.0,0.0,96.0,3.0,14.0,32.0,36.0,10.0,8.0,26.8,29.7,213.9,0.51,29.9,73.1,13.0,0.17,13.2
6957,14,TX,DAVITA AMARILLO DIALYSIS,3,1.0,1,DAVITA,0,41,1,1,0,17.0,1.0,98.0,3.0,7.0,18.0,28.0,22.0,24.0,24.9,29.2,209.4,0.94,14.7,57.3,14.0,1.22,14.0
6958,6,GA,DAVITA TARA BOULEVARD DIALYSIS,2,1.0,1,DAVITA,0,20,1,0,0,17.0,0.0,93.0,4.0,16.0,23.0,32.0,20.0,9.0,21.75,43.7,363.9,0.57,27.3,69.0,14.0,0.82,22.0
6959,14,TX,SATELLITE HEALTHCARE CENTRAL STATES LLC,5,1.0,1,SATELLITE DIALYSIS,0,48,1,0,0,17.0,0.0,96.0,1.0,7.0,22.0,26.0,26.0,19.0,18.9,24.7,185.4,0.13,3.3,63.1,7.0,0.68,11.4
6960,14,TX,FMC - VILLAGE OAKS KIDNEY DISEASE CLINC,5,1.0,1,FRESENIUS MEDICAL CARE,0,28,1,0,0,39.0,0.0,98.0,0.0,8.0,26.0,26.0,25.0,15.0,25.9,26.0,203.9,0.1,6.7,71.7,10.0,1.42,21.7
6961,14,TX,WISE REGIONAL HEALTH SYSTEM DIALYSIS CENTER,3,0.0,0,INDEPENDENT,1,24,1,0,0,16.0,0.0,99.0,2.0,7.0,18.0,25.0,28.0,21.0,24.9,22.1,160.4,0.3,34.9,60.2,15.0,0.94,13.4
6962,8,TN,DAVITA NORTH JACKSON DIALYSIS,3,1.0,1,DAVITA,1,26,1,1,1,29.0,0.0,98.0,2.0,6.0,24.0,30.0,21.0,19.0,23.8,19.0,181.6,1.4,42.1,56.1,14.0,0.0,22.5
6963,5,VA,DAVITA CHARLOTTESVILLE DIALYSIS,3,1.0,1,DAVITA,1,24,1,1,0,22.0,0.0,98.0,3.0,6.0,25.0,31.0,22.0,17.0,19.0,22.9,100.1,0.27,8.3,33.1,25.0,0.31,19.6
6964,14,TX,DAVITA VILLAGE DIALYSIS,3,1.0,1,DAVITA,0,12,1,0,0,21.0,0.0,99.0,3.0,7.0,24.0,29.0,22.0,17.0,21.2,26.4,223.3,0.53,33.1,59.1,18.0,0.26,11.4
6965,5,WV,BMA - MORGANTOWN,2,1.0,1,FRESENIUS MEDICAL CARE,1,17,1,1,1,31.0,0.0,95.0,4.0,7.0,24.0,27.0,24.0,17.0,21.6,30.8,252.7,0.17,43.2,46.2,27.0,1.44,22.1
6966,8,TN,KINGSTON DIALYSIS,2,1.0,0,INDEPENDENT,0,16,1,0,0,18.0,0.0,96.0,6.0,7.0,24.0,32.0,20.0,17.0,38.5,26.4,369.9,0.0,16.7,54.2,14.0,0.82,12.7
6967,7,FL,"HOME DIALYSIS SERVICES NORTH TAMPA, LLC",1,1.0,0,INDEPENDENT,0,2,0,1,0,18.0,0.0,98.0,3.0,6.0,20.0,33.0,30.0,12.0,43.4,23.3,307.3,0.51,16.7,63.3,12.0,0.82,24.5
6968,8,TN,DAVITA MORRISTOWN DIALYSIS,3,1.0,1,DAVITA,0,20,1,0,0,6.0,0.0,100.0,1.0,6.0,26.0,35.0,20.0,12.0,30.5,22.7,162.1,0.84,34.6,54.8,25.0,0.82,11.6
6969,5,VA,FMC - MONTGOMERY,3,1.0,1,FRESENIUS MEDICAL CARE,0,15,1,1,0,39.0,0.0,96.0,2.0,9.0,28.0,31.0,21.0,11.0,22.6,32.3,199.0,0.0,5.1,64.2,14.0,0.0,18.2
6970,14,TX,DAVITA PLANO TOLLWAY DIALYSIS,4,1.0,1,DAVITA,1,17,1,1,0,18.0,0.0,99.0,1.0,6.0,19.0,34.0,16.0,25.0,21.75,27.0,109.2,0.64,16.7,63.3,11.0,0.82,42.5
6971,14,TX,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.",4,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,0,0,18.0,0.0,99.0,0.0,5.0,21.0,25.0,40.0,10.0,21.75,27.0,185.0,0.51,16.7,62.8,18.0,0.82,0.0
6972,5,VA,DAVITA FRONT ROYAL DIALYSIS,4,1.0,1,DAVITA,0,15,1,1,0,28.0,0.0,98.0,1.0,7.0,23.0,29.0,21.0,21.0,16.3,32.7,241.4,0.92,15.7,67.6,16.0,1.53,14.5
6973,14,TX,FRESENIUS MEDICAL CARE  FT WORTH PARKWAY,2,1.0,1,FRESENIUS MEDICAL CARE,0,26,1,1,0,30.0,0.0,94.0,2.0,6.0,22.0,27.0,25.0,20.0,21.8,29.5,211.0,0.31,26.6,43.7,28.0,1.95,21.0
6974,7,FL,FRESENIUS KIDNEY CARE TOWN AND COUNTRY,4,1.0,1,FRESENIUS MEDICAL CARE,0,14,1,0,0,21.0,0.0,98.0,1.0,12.0,27.0,27.0,22.0,12.0,7.9,28.7,138.8,0.4,10.0,66.8,19.0,0.82,28.5
6975,18,CA,"DAVITA SHETEK DIALYSIS, LLC",3,1.0,1,DAVITA,0,25,1,1,1,9.0,0.0,95.0,4.0,6.0,21.0,31.0,22.0,20.0,22.9,20.9,139.1,0.89,26.5,66.6,21.0,0.82,40.8
6976,14,TX,KIDNEY CENTER OF JASPER,4,1.0,1,AMERICAN RENAL ASSOCIATES,0,21,1,0,0,32.0,0.0,96.0,3.0,2.0,19.0,33.0,26.0,20.0,21.8,20.1,149.8,1.23,17.6,73.2,15.0,0.91,8.0
6977,14,TX,DAVITA CEDAR PARK DIALYSIS CENTER,5,1.0,1,DAVITA,0,12,1,1,0,15.0,0.0,99.0,0.0,6.0,21.0,43.0,17.0,13.0,21.1,26.1,192.6,0.36,11.2,68.4,6.0,0.86,24.5
6978,11,WI,CONCERTO WISCONSIN LLC,4,1.0,0,INDEPENDENT,0,1,1,0,1,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
6979,14,TX,DAVITA BAYTOWN DIALYSIS,3,1.0,1,DAVITA,0,12,1,1,0,28.0,0.0,98.0,2.0,6.0,23.0,39.0,15.0,18.0,30.2,28.8,254.9,0.85,40.4,68.6,20.0,0.82,31.0
6980,7,FL,DAVITA TITUS LANDING HOME TRAINING,4,1.0,1,DAVITA,0,2,0,1,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
6981,5,VA,FMC - BLAIRS DIALYSIS,5,1.0,1,FRESENIUS MEDICAL CARE,0,25,1,1,0,6.0,0.0,99.0,1.0,6.0,28.0,30.0,21.0,15.0,20.9,26.5,101.1,0.39,10.5,69.1,8.0,0.43,13.8
6982,7,FL,DAVITA WEST BOYNTON DIALYSIS,4,1.0,1,DAVITA,0,16,1,1,0,16.0,0.0,100.0,4.0,7.0,23.0,37.0,22.0,12.0,18.3,35.5,156.1,0.0,14.4,68.0,9.0,1.89,28.9
6983,11,WI,FMC DIALYSIS - WAUPACA,3,1.0,1,FRESENIUS MEDICAL CARE,0,10,1,1,0,13.0,0.0,98.0,3.0,6.0,29.0,31.0,22.0,12.0,18.2,28.6,208.1,2.3,49.8,63.9,9.0,0.82,16.2
6984,14,TX,RCG MINEOLA DIALYSIS,4,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,13.0,0.0,98.0,3.0,7.0,17.0,22.0,27.0,27.0,20.2,34.2,200.1,0.82,4.0,59.8,8.0,0.0,20.8
6985,14,TX,"GREATER IRVING II REGIONAL DIALYSIS CENTER, LLC",4,1.0,1,AMERICAN RENAL ASSOCIATES,1,24,1,1,1,64.0,0.0,98.0,0.0,5.0,19.0,27.0,36.0,13.0,15.1,14.2,125.7,0.98,34.7,52.3,13.0,0.54,16.6
6986,14,TX,GLOBAL DIALYSIS PLUS INC,1,1.0,0,INDEPENDENT,0,8,0,1,1,18.0,0.0,93.0,15.0,11.0,19.0,18.0,23.0,29.0,21.9,41.4,182.9,0.51,16.7,41.3,27.0,0.82,38.2
6987,14,TX,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC",4,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,1,0,18.0,0.0,96.0,1.0,13.0,34.0,29.0,14.0,11.0,21.75,27.0,185.0,0.51,16.7,57.9,24.0,0.82,16.2
6988,17,CA,DAVITA LAUREL MEADOWS DIALYSIS,4,1.0,1,DAVITA,1,24,1,0,0,13.0,0.0,97.0,5.0,5.0,21.0,38.0,20.0,16.0,20.0,29.8,165.4,0.48,3.0,73.0,7.0,3.79,57.0
6989,14,TX,"FRESENIUS MEDICAL CARE NEW CANEY DIALYSIS CENTER, LLC",3,1.0,1,FRESENIUS MEDICAL CARE,0,3,1,0,0,18.0,0.0,98.0,5.0,5.0,26.0,24.0,29.0,16.0,21.75,38.3,167.1,1.57,16.7,67.6,15.0,0.82,9.1
6990,14,TX,DAVITA FOURTH STREET DIALYSIS,3,1.0,1,DAVITA,0,13,1,1,0,15.0,0.0,98.0,3.0,8.0,25.0,35.0,16.0,16.0,29.1,32.3,225.8,1.27,38.4,59.0,6.0,0.82,8.8
6991,14,TX,DAVITA ROUND ROCK DIALYSIS,4,1.0,1,DAVITA,0,12,1,0,0,21.0,0.0,97.0,0.0,6.0,24.0,31.0,19.0,20.0,20.7,31.1,193.6,1.11,5.8,67.9,12.0,1.16,19.5
6992,18,CA,DAVITA TEMPLETON DIALYSIS,4,1.0,1,DAVITA,0,16,1,1,0,7.0,0.0,99.0,2.0,8.0,21.0,32.0,23.0,16.0,25.6,22.8,154.6,0.46,2.7,62.4,12.0,1.58,31.6
6993,14,TX,DIALYSPA VII LLC,4,1.0,1,DIALYSPA GROUP,0,12,1,1,0,18.0,0.0,98.0,21.0,3.0,27.0,32.0,17.0,22.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,20.7
6994,17,CA,DAVITA WEST ELK GROVE DIALYSIS,4,1.0,1,DAVITA,0,22,1,0,0,19.0,0.0,99.0,2.0,5.0,25.0,41.0,17.0,13.0,25.5,25.4,161.5,1.3,17.4,56.8,8.0,1.59,22.3
6995,18,CA,SATELLITE DIALYSIS OF ORANGE LLC,5,0.0,1,SATELLITE HEALTHCARE,1,24,1,1,0,7.0,0.0,98.0,1.0,5.0,21.0,30.0,28.0,16.0,18.4,23.2,116.5,0.34,16.4,73.0,7.0,1.11,29.4
6996,15,UT,SEVIER VALLEY DIALYSIS,4,0.0,1,INTERMOUNTAIN HEALTHCARE,0,13,1,0,0,18.0,0.0,96.0,3.0,6.0,32.0,33.0,22.0,7.0,21.9,18.4,110.3,0.61,16.2,63.7,7.0,0.82,41.8
6997,8,TN,SATELLITE HEALTHCARE OF POPLAR AVENUE LLC,3,1.0,0,INDEPENDENT,0,24,1,0,0,22.0,0.0,96.0,1.0,5.0,16.0,26.0,31.0,22.0,25.5,35.9,234.7,0.73,2.3,68.2,15.0,0.11,7.0
6998,14,TX,DAVITA RIVER PARK DIALYSIS,3,1.0,1,DAVITA,0,12,1,1,0,21.0,3.0,97.0,0.0,4.0,16.0,26.0,24.0,29.0,32.3,32.6,254.7,1.26,24.2,72.4,11.0,0.57,20.8
6999,16,WA,DAVITA PILCHUCK DIALYSIS,4,1.0,1,DAVITA,0,11,1,1,0,23.0,0.0,95.0,1.0,5.0,15.0,27.0,24.0,29.0,20.7,32.4,284.7,3.12,12.7,72.0,11.0,0.0,8.4
7000,5,WV,DAVITA GREATER BOONE DIALYSIS,4,1.0,1,DAVITA,1,16,1,1,0,31.0,0.0,99.0,2.0,7.0,16.0,21.0,27.0,28.0,20.3,27.9,250.4,0.64,16.7,67.9,12.0,0.82,12.6
7001,18,CA,DAVITA RANCHO SAN BERNARDINO DIALYSIS,4,1.0,1,DAVITA,0,38,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
7002,5,VA,SOMATUS DIALYSIS OF MOUNT VERNON,4,1.0,0,INDEPENDENT,0,12,1,1,1,18.0,0.0,95.0,4.0,10.0,27.0,29.0,19.0,15.0,21.75,27.0,185.0,0.51,16.7,70.1,14.0,0.82,6.8
7003,5,VA,RENAL CAREPARTNERS - ARLINGTON/ALEXANDRIA,3,1.0,1,RENAL CARE PARTNERS,0,16,1,1,1,8.0,0.0,93.0,3.0,10.0,25.0,31.0,18.0,15.0,21.3,17.6,145.8,1.0,18.0,71.0,14.0,1.17,25.6
7004,5,VA,BMA - GARRISONVILLE,5,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,0,0,19.0,0.0,99.0,0.0,10.0,23.0,33.0,23.0,12.0,13.3,27.3,117.8,0.0,25.0,55.7,15.0,0.82,14.4
7005,15,UT,PRIMARY CHILDREN'S DIALYSIS CENTER,4,0.0,1,INTERMOUNTAIN HEALTHCARE,0,6,1,1,1,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,19.6
